Motor0_HasMotorID,Motor0_BusCurrent,Motor0_BusVoltage,Motor0_HeatsinkTemp,Motor0_MotorTemp,Motor0_Rail15V,Motor0_Rail3V3,Motor0_Rail1V9,Motor0_DSPTemp,Motor0_ErrorFlags,Motor0_LimitFlags,Motor0_ReceiveErrorCount,Motor0_TransmitErrorCount,Motor0_MotorVelocity,Motor0_VehicleVelocity,Motor0_PhaseBCurrent,Motor1_HasMotorID,Motor1_BusCurrent,Motor1_BusVoltage,Motor1_HeatsinkTemp,Motor1_MotorTemp,Motor1_Rail15V,Motor1_Rail3V3,Motor1_Rail1V9,Motor1_DSPTemp,Motor1_ErrorFlags,Motor1_LimitFlags,Motor1_ReceiveErrorCount,Motor1_TransmitErrorCount,Motor1_MotorVelocity,Motor1_VehicleVelocity,Motor1_PhaseBCurrent,DriveMode,ThrottleADC,RegenADC,BrakePedalADC,CruiseDownOn,CruiseUpOn,ReverseOn,HornOn,LockOn,RearviewOn,PowerSaveOn,LeftTurnOn,RightTurnOn,MPPT_A0_Current,MPPT_A0_Power,MPPT_A0_Temperature,MPPT_A0_VoltageIn,MPPT_A0_VoltageOut,MPPT_A1_Current,MPPT_A1_Power,MPPT_A1_Temperature,MPPT_A1_VoltageIn,MPPT_A1_VoltageOut,MPPT_B0_Current,MPPT_B0_Power,MPPT_B0_Temperature,MPPT_B0_VoltageIn,MPPT_B0_VoltageOut,MPPT_B1_Current,MPPT_B1_Power,MPPT_B1_Temperature,MPPT_B1_VoltageIn,MPPT_B1_VoltageOut,MPPT_C0_Current,MPPT_C0_Power,MPPT_C0_Temperature,MPPT_C0_VoltageIn,MPPT_C0_VoltageOut,MPPT_C1_Current,MPPT_C1_Power,MPPT_C1_Temperature,MPPT_C1_VoltageIn,MPPT_C1_VoltageOut,CellVoltages_0,CellVoltages_1,CellVoltages_2,CellVoltages_3,CellVoltages_4,CellVoltages_5,CellVoltages_6,CellVoltages_7,CellVoltages_8,CellVoltages_9,CellVoltages_10,CellVoltages_11,CellVoltages_12,CellVoltages_13,CellVoltages_14,CellVoltages_15,CellVoltages_16,CellVoltages_17,CellVoltages_18,CellVoltages_19,CellVoltages_20,CellVoltages_21,CellVoltages_22,CellVoltages_23,CellVoltages_24,CellVoltages_25,CellVoltages_26,CellVoltages_27,CellVoltages_28,CellVoltages_29,CellVoltages_30,MCP_HighVoltVS_RawData,MCP_HighVoltVS_Voltage,MCP_HighVoltVS_Current,MCP_LowVoltVS_RawData,MCP_LowVoltVS_Voltage,MCP_LowVoltVS_Current,MCP_MC0IS_RawData,MCP_MC0IS_Voltage,MCP_MC0IS_Current,MCP_MC1IS_RawData,MCP_MC1IS_Voltage,MCP_MC1IS_Current,MCP_BattIS_RawData,MCP_BattIS_Voltage,MCP_BattIS_Current,MCP_ArrayIS_RawData,MCP_ArrayIS_Voltage,MCP_ArrayIS_Current,MCP_Initialized,Battery_ChargeEnabled,BoardStatus_HighsideOn,BoardStatus_LowsideOn,BoardStatus_PrechargeOn,BoardStatus_LowVoltageOn,BoardStatus_HighVoltageBuckOn,BoardStatus_BuzzerOn,BoardStatus_HC0ADC,BoardStatus_HC1ADC,Thermistor_RawValue0,Thermistor_Temperature0,Thermistor_RawValue1,Thermistor_Temperature1,Thermistor_RawValue2,Thermistor_Temperature2,Thermistor_RawValue3,Thermistor_Temperature3,Thermistor_RawValue4,Thermistor_Temperature4,Thermistor_RawValue5,Thermistor_Temperature5,Thermistor_RawValue6,Thermistor_Temperature6,Thermistor_RawValue7,Thermistor_Temperature7,Thermistor_RawValue8,Thermistor_Temperature8,Thermistor_RawValue9,Thermistor_Temperature9,Thermistor_RawValue10,Thermistor_Temperature10,Thermistor_RawValue11,Thermistor_Temperature11,Thermistor_RawValue12,Thermistor_Temperature12,Thermistor_RawValue13,Thermistor_Temperature13,Thermistor_RawValue14,Thermistor_Temperature14,Thermistor_RawValue15,Thermistor_Temperature15,Thermistor_RawValue16,Thermistor_Temperature16,Thermistor_RawValue17,Thermistor_Temperature17,Thermistor_RawValue18,Thermistor_Temperature18,Thermistor_RawValue19,Thermistor_Temperature19,Thermistor_RawValue20,Thermistor_Temperature20,Thermistor_RawValue21,Thermistor_Temperature21,Thermistor_RawValue22,Thermistor_Temperature22,Thermistor_RawValue23,Thermistor_Temperature23,Thermistor_RawValue24,Thermistor_Temperature24,Thermistor_RawValue25,Thermistor_Temperature25,Thermistor_RawValue26,Thermistor_Temperature26,Thermistor_RawValue27,Thermistor_Temperature27,Thermistor_RawValue28,Thermistor_Temperature28,Thermistor_RawValue29,Thermistor_Temperature29,Thermistor_RawValue30,Thermistor_Temperature30,Thermistor_RawValue31,Thermistor_Temperature31,Thermistor_MaxTemp,Battery_MinCellVoltage,Battery_MaxCellVoltage,Battery_ThrottleCurrentLimit,Battery_RegenCurrentLimit,BMS_Flags,BMS_State
Yes,0.00,118.22,31.12,35.42,14.92,3.34,1.87,34.34,0x0,0x0,0,0,159.22,10.33,0.00,Yes,0.00,118.81,30.64,28.38,14.90,3.29,1.86,36.03,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.7496,3.8081,3.8083,3.8093,3.8078,3.8083,3.8058,3.8116,3.8071,3.8083,3.8590,3.7476,3.8304,3.8065,3.8068,3.8043,3.8455,3.8121,3.8074,3.8472,3.8101,3.8062,3.7444,3.8080,3.8071,3.8077,3.8085,3.8082,3.8068,3.8066,3.7923,5318810,118.6699,237339.70,5394710,11.9594,23918.75,71384,0.00,0.010373,69049,-0.00,-0.000930,73415,0.00,0.034507,141560,0.00,0.011856,Yes,1,Yes,Yes,Yes,Yes,Yes,No,0x0,0x0,818.00,59.92,962.00,54.26,920.00,55.82,817.00,59.96,789.00,61.17,827.00,59.54,891.00,56.95,961.00,54.29,1099.00,49.53,1022.00,52.12,984.00,53.46,980.00,53.60,891.00,56.95,876.00,57.54,920.00,55.82,992.00,53.17,953.00,54.59,972.00,53.89,1031.00,51.81,947.00,54.81,1032.00,51.77,1025.00,52.02,911.00,56.17,4090.00,-81.09,913.00,56.09,870.00,57.78,841.00,58.96,796.00,60.87,866.00,57.94,858.00,58.26,909.00,56.25,966.00,54.11,61.26,3.74,3.86,1.00,1.00,0x0,6,
Yes,18.85,110.39,31.12,35.42,14.90,3.34,1.87,34.34,0x0,0x2,0,0,169.46,10.99,52.88,Yes,0.00,118.81,30.64,28.38,14.90,3.29,1.86,36.03,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.81,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.5746,3.6373,3.6202,3.6253,3.6190,3.6412,3.6257,3.6192,3.6239,3.6310,3.6724,3.5780,3.5715,3.6273,3.6253,3.6350,3.6220,3.6220,3.6481,3.6714,3.6068,3.6399,3.5821,3.6236,3.6256,3.6295,3.6210,3.6154,3.6028,3.6396,3.6321,5026651,112.1431,224286.13,5388701,11.9461,23892.17,73682,-0.00,-0.017733,1448403,-0.01,-16.994356,1462663,0.01,17.186665,142485,0.00,0.006174,Yes,1,Yes,Yes,Yes,Yes,Yes,No,0x0,0x0,818.00,59.92,962.00,54.26,921.00,55.79,816.00,60.01,787.00,61.26,827.00,59.54,891.00,56.95,962.00,54.26,1098.00,49.56,1024.00,52.05,985.00,53.42,982.00,53.53,893.00,56.87,876.00,57.54,917.00,55.94,993.00,53.14,952.00,54.62,971.00,53.93,1031.00,51.81,946.00,54.85,1034.00,51.70,1024.00,52.05,911.00,56.17,4093.00,-90.84,915.00,56.02,871.00,57.74,841.00,58.96,796.00,60.87,865.00,57.98,858.00,58.26,910.00,56.21,965.00,54.15,61.26,3.57,3.67,1.00,1.00,0x0,6,
Yes,0.46,117.96,31.11,35.50,14.90,3.34,1.87,34.34,0x0,0x0,0,0,175.73,11.40,7.08,Yes,0.00,118.81,30.64,28.38,14.90,3.29,1.86,36.03,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.5856,3.6421,3.6411,3.6564,3.6304,3.6246,3.6368,3.6250,3.6444,3.6609,3.6837,3.5886,3.5797,3.6477,3.6559,3.6449,3.5997,3.6335,3.6526,3.6907,3.6412,3.6501,3.5924,3.6290,3.6442,3.6606,3.6349,3.5982,3.6154,3.6444,3.6482,5315365,118.5929,237185.78,5400556,11.9723,23944.60,71504,0.00,0.008905,69516,-0.00,-0.006683,73898,0.00,0.040470,142753,0.00,0.004528,Yes,1,Yes,Yes,Yes,Yes,Yes,No,0x0,0x0,819.00,59.88,963.00,54.22,923.00,55.71,818.00,59.92,789.00,61.17,827.00,59.54,890.00,56.98,962.00,54.26,1101.00,49.46,1021.00,52.15,983.00,53.50,981.00,53.57,890.00,56.98,875.00,57.58,917.00,55.94,992.00,53.17,952.00,54.62,971.00,53.93,1029.00,51.88,946.00,54.85,1032.00,51.77,1026.00,51.98,909.00,56.25,4090.00,-81.09,914.00,56.05,870.00,57.78,840.00,59.00,798.00,60.78,867.00,57.90,858.00,58.26,909.00,56.25,965.00,54.15,61.22,3.58,3.69,1.00,1.00,0x0,6,
Yes,0.00,118.27,31.03,35.87,14.92,3.34,1.87,34.42,0x0,0x0,0,0,185.13,12.01,0.00,Yes,0.00,118.81,30.64,28.38,14.90,3.29,1.86,36.03,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.7511,3.8095,3.8097,3.8105,3.8091,3.8096,3.8072,3.8131,3.8085,3.8096,3.8607,3.7488,3.8317,3.8078,3.8081,3.8056,3.8471,3.8135,3.8086,3.8486,3.8114,3.8074,3.7457,3.8094,3.8085,3.8091,3.8099,3.8097,3.8083,3.8079,3.7936,5320726,118.7127,237425.31,5396931,11.9643,23928.57,71748,0.00,0.005921,69128,-0.00,-0.001903,73502,0.00,0.035581,142339,0.00,0.007071,Yes,1,Yes,Yes,Yes,Yes,Yes,No,0x0,0x0,817.00,59.96,963.00,54.22,923.00,55.71,819.00,59.88,788.00,61.22,829.00,59.46,890.00,56.98,963.00,54.22,1100.00,49.50,1021.00,52.15,985.00,53.42,982.00,53.53,891.00,56.95,875.00,57.58,918.00,55.90,993.00,53.14,951.00,54.66,974.00,53.82,1030.00,51.84,947.00,54.81,1033.00,51.74,1025.00,52.02,912.00,56.13,4090.00,-81.09,915.00,56.02,870.00,57.78,840.00,59.00,797.00,60.82,868.00,57.86,858.00,58.26,909.00,56.25,968.00,54.04,61.22,3.75,3.86,1.00,1.00,0x0,6,
Yes,0.00,118.25,31.02,36.33,14.92,3.34,1.87,34.48,0x0,0x0,0,0,244.64,15.86,0.00,Yes,0.00,118.81,30.64,28.38,14.90,3.29,1.86,36.03,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.7501,3.8086,3.8087,3.8095,3.8082,3.8087,3.8063,3.8119,3.8075,3.8085,3.8591,3.7478,3.8307,3.8069,3.8071,3.8047,3.8460,3.8125,3.8076,3.8475,3.8105,3.8065,3.7448,3.8084,3.8076,3.8080,3.8089,3.8087,3.8073,3.8071,3.7928,5319219,118.6790,237357.97,5397449,11.9654,23930.86,71887,0.00,0.004221,68826,0.00,0.001818,73720,0.00,0.038273,142546,0.00,0.005799,Yes,1,Yes,Yes,Yes,Yes,Yes,No,0x0,0x0,817.00,59.96,963.00,54.22,921.00,55.79,819.00,59.88,790.00,61.13,829.00,59.46,892.00,56.91,964.00,54.18,1100.00,49.50,1022.00,52.12,984.00,53.46,983.00,53.50,892.00,56.91,876.00,57.54,919.00,55.86,993.00,53.14,950.00,54.70,974.00,53.82,1031.00,51.81,947.00,54.81,1036.00,51.64,1026.00,51.98,910.00,56.21,4090.00,-81.09,914.00,56.05,871.00,57.74,841.00,58.96,798.00,60.78,868.00,57.86,859.00,58.22,910.00,56.21,966.00,54.11,61.22,3.74,3.86,1.00,1.00,0x0,6,
Yes,0.00,118.29,30.84,36.48,14.93,3.34,1.87,34.50,0x0,0x0,0,0,151.38,9.82,0.00,Yes,0.00,118.81,30.64,28.38,14.90,3.29,1.86,36.03,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.7514,3.8098,3.8099,3.8107,3.8093,3.8098,3.8074,3.8133,3.8089,3.8099,3.8608,3.7490,3.8318,3.8080,3.8083,3.8059,3.8475,3.8138,3.8088,3.8490,3.8118,3.8077,3.7460,3.8096,3.8088,3.8093,3.8101,3.8098,3.8086,3.8081,3.7939,5321140,118.7219,237443.80,5398548,11.9679,23935.72,71821,0.00,0.005028,68616,0.00,0.004405,73453,0.00,0.034976,142407,0.00,0.006653,Yes,1,Yes,Yes,Yes,Yes,Yes,No,0x0,0x0,818.00,59.92,963.00,54.22,924.00,55.67,819.00,59.88,788.00,61.22,828.00,59.50,891.00,56.95,963.00,54.22,1101.00,49.46,1024.00,52.05,986.00,53.39,982.00,53.53,893.00,56.87,875.00,57.58,919.00,55.86,994.00,53.10,951.00,54.66,974.00,53.82,1031.00,51.81,947.00,54.81,1034.00,51.70,1026.00,51.98,915.00,56.02,4093.00,-90.84,914.00,56.05,871.00,57.74,841.00,58.96,796.00,60.87,869.00,57.82,857.00,58.30,909.00,56.25,967.00,54.07,61.22,3.75,3.86,1.00,1.00,0x0,6,
Yes,19.09,110.34,30.78,36.55,14.90,3.34,1.87,34.54,0x0,0x2,0,0,179.74,11.66,52.79,Yes,0.00,118.81,30.64,28.38,14.90,3.29,1.86,36.03,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.81,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.5752,3.6065,3.5898,3.6089,3.5813,3.6011,3.6256,3.5835,3.5947,3.6150,3.6358,3.5781,3.5228,3.5987,3.6090,3.6017,3.5679,3.6218,3.6186,3.6433,3.5884,3.6075,3.5827,3.5888,3.5959,3.6143,3.5853,3.5733,3.6027,3.6084,3.6058,5032072,112.2642,224528.33,5385831,11.9397,23879.48,56188,0.00,0.196229,1496149,-0.01,-17.582581,1496866,0.01,17.608948,141258,0.00,0.013711,Yes,1,Yes,Yes,Yes,Yes,Yes,No,0x0,0x0,817.00,59.96,962.00,54.26,922.00,55.75,817.00,59.96,788.00,61.22,827.00,59.54,889.00,57.02,965.00,54.15,1099.00,49.53,1020.00,52.19,984.00,53.46,981.00,53.57,893.00,56.87,878.00,57.46,917.00,55.94,993.00,53.14,952.00,54.62,972.00,53.89,1031.00,51.81,946.00,54.85,1036.00,51.64,1025.00,52.02,913.00,56.09,4090.00,-81.09,915.00,56.02,870.00,57.78,840.00,59.00,800.00,60.69,869.00,57.82,859.00,58.22,912.00,56.13,966.00,54.11,61.17,3.52,3.64,1.00,1.00,0x0,6,
Yes,0.00,118.24,30.72,36.86,14.92,3.34,1.87,34.53,0x0,0x0,0,0,208.03,13.49,0.00,Yes,0.00,118.81,30.64,28.38,14.90,3.29,1.86,36.03,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.7506,3.8090,3.8091,3.8101,3.8085,3.8090,3.8067,3.8124,3.8080,3.8090,3.8597,3.7482,3.8311,3.8072,3.8075,3.8051,3.8464,3.8129,3.8081,3.8480,3.8108,3.8068,3.7453,3.8089,3.8081,3.8085,3.8093,3.8091,3.8077,3.8074,3.7932,5319715,118.6901,237380.14,5393146,11.9559,23911.83,71793,0.00,0.005370,68874,0.00,0.001226,73878,0.00,0.040224,142717,0.00,0.004749,Yes,1,Yes,Yes,Yes,Yes,Yes,No,0x0,0x0,819.00,59.88,964.00,54.18,922.00,55.75,819.00,59.88,788.00,61.22,828.00,59.50,892.00,56.91,965.00,54.15,1100.00,49.50,1024.00,52.05,985.00,53.42,982.00,53.53,892.00,56.91,876.00,57.54,919.00,55.86,993.00,53.14,952.00,54.62,972.00,53.89,1031.00,51.81,947.00,54.81,1037.00,51.60,1027.00,51.95,912.00,56.13,4095.00,-165.16,916.00,55.98,871.00,57.74,840.00,59.00,796.00,60.87,867.00,57.90,859.00,58.22,910.00,56.21,968.00,54.04,61.22,3.75,3.86,1.00,1.00,0x0,6,
Yes,18.04,110.80,30.70,36.86,14.92,3.34,1.87,34.52,0x0,0x2,0,0,214.63,13.92,46.64,Yes,0.00,118.81,30.64,28.38,14.90,3.29,1.86,36.03,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.78,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.5746,3.6063,3.5835,3.6144,3.5998,3.6123,3.6253,3.5827,3.5887,3.6198,3.6542,3.5779,3.5223,3.5927,3.6138,3.6187,3.5825,3.6215,3.6186,3.6374,3.5939,3.6237,3.5823,3.5889,3.5894,3.6192,3.6046,3.5806,3.6020,3.6088,3.6002,5013534,111.8500,223700.05,5385868,11.9398,23879.64,67368,0.00,0.059491,1522496,-0.01,-17.907171,1548186,0.01,18.242563,141777,0.00,0.010523,Yes,1,Yes,Yes,Yes,Yes,Yes,No,0x0,0x0,820.00,59.84,965.00,54.15,924.00,55.67,819.00,59.88,788.00,61.22,828.00,59.50,891.00,56.95,963.00,54.22,1101.00,49.46,1024.00,52.05,987.00,53.35,983.00,53.50,893.00,56.87,877.00,57.50,917.00,55.94,995.00,53.07,953.00,54.59,974.00,53.82,1031.00,51.81,947.00,54.81,1036.00,51.64,1028.00,51.91,912.00,56.13,4089.00,-79.06,914.00,56.05,871.00,57.74,841.00,58.96,798.00,60.78,869.00,57.82,858.00,58.26,910.00,56.21,967.00,54.07,61.22,3.52,3.65,1.00,1.00,0x0,6,
Yes,0.00,118.22,30.68,36.94,14.92,3.34,1.87,34.51,0x0,0x0,0,0,213.73,13.86,0.00,Yes,0.00,118.81,30.64,28.38,14.90,3.29,1.86,36.03,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.7497,3.8081,3.8083,3.8092,3.8076,3.8082,3.8058,3.8114,3.8071,3.8081,3.8586,3.7475,3.8302,3.8063,3.8067,3.8042,3.8455,3.8120,3.8070,3.8469,3.8100,3.8061,3.7443,3.8080,3.8071,3.8076,3.8085,3.8082,3.8069,3.8066,3.7924,5318963,118.6733,237346.53,5399369,11.9697,23939.35,71833,0.00,0.004881,68594,0.00,0.004676,73340,0.00,0.033581,141709,0.00,0.010941,Yes,1,Yes,Yes,Yes,Yes,Yes,No,0x0,0x0,816.00,60.01,964.00,54.18,922.00,55.75,818.00,59.92,788.00,61.22,827.00,59.54,892.00,56.91,964.00,54.18,1102.00,49.43,1024.00,52.05,986.00,53.39,984.00,53.46,893.00,56.87,877.00,57.50,920.00,55.82,994.00,53.10,953.00,54.59,974.00,53.82,1032.00,51.77,948.00,54.77,1036.00,51.64,1024.00,52.05,912.00,56.13,4090.00,-81.09,914.00,56.05,871.00,57.74,839.00,59.04,798.00,60.78,868.00,57.86,859.00,58.22,910.00,56.21,968.00,54.04,61.22,3.74,3.86,1.00,1.00,0x0,6,
Yes,19.70,110.12,30.67,36.94,14.92,3.34,1.87,34.51,0x0,0x20,0,0,219.83,14.26,49.82,Yes,0.00,118.81,30.64,28.38,14.90,3.29,1.86,36.03,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.83,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.6614,3.7154,3.7149,3.7207,3.7081,3.7174,3.7147,3.7067,3.7162,3.7228,3.7606,3.6618,3.6887,3.7176,3.7192,3.7153,3.7238,3.7159,3.7205,3.7598,3.7119,3.7186,3.6626,3.7073,3.7162,3.7223,3.7104,3.7043,3.7035,3.7155,3.7121,5076091,113.2475,226495.08,5388313,11.9452,23890.46,82187,-0.00,-0.121755,1146400,-0.01,-13.273726,1163660,0.01,13.495066,142629,0.00,0.005289,Yes,1,Yes,Yes,Yes,Yes,Yes,No,0x0,0x0,819.00,59.88,963.00,54.22,923.00,55.71,819.00,59.88,789.00,61.17,827.00,59.54,892.00,56.91,962.00,54.26,1100.00,49.50,1023.00,52.08,983.00,53.50,983.00,53.50,892.00,56.91,876.00,57.54,919.00,55.86,994.00,53.10,953.00,54.59,973.00,53.86,1031.00,51.81,947.00,54.81,1036.00,51.64,1025.00,52.02,911.00,56.17,4094.00,-97.73,915.00,56.02,870.00,57.78,840.00,59.00,797.00,60.82,869.00,57.82,859.00,58.22,909.00,56.25,967.00,54.07,61.22,3.66,3.76,1.00,1.00,0x0,6,
Yes,17.96,110.85,30.59,37.09,14.92,3.34,1.87,34.48,0x0,0x2,0,0,224.32,14.55,44.23,Yes,0.00,118.81,30.64,28.38,14.90,3.29,1.86,36.03,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.81,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.7047,3.7610,3.7611,3.7647,3.7561,3.7588,3.7593,3.7581,3.7612,3.7653,3.8080,3.7036,3.7580,3.7613,3.7626,3.7583,3.7792,3.7629,3.7630,3.8030,3.7606,3.7609,3.7026,3.7567,3.7615,3.7649,3.7580,3.7516,3.7540,3.7602,3.7522,5115886,114.1366,228273.11,5388807,11.9463,23892.64,73290,-0.00,-0.012939,951548,-0.01,-10.873180,961325,0.01,10.996964,142212,0.00,0.007851,Yes,1,Yes,Yes,Yes,Yes,Yes,No,0x0,0x0,819.00,59.88,963.00,54.22,922.00,55.75,821.00,59.80,789.00,61.17,830.00,59.42,891.00,56.95,963.00,54.22,1102.00,49.43,1023.00,52.08,986.00,53.39,984.00,53.46,893.00,56.87,879.00,57.42,918.00,55.90,994.00,53.10,951.00,54.66,974.00,53.82,1031.00,51.81,947.00,54.81,1039.00,51.53,1025.00,52.02,912.00,56.13,4088.00,-77.31,913.00,56.09,870.00,57.78,840.00,59.00,795.00,60.91,870.00,57.78,858.00,58.26,910.00,56.21,967.00,54.07,61.17,3.70,3.81,1.00,1.00,0x0,6,
Yes,0.07,118.12,30.58,37.09,14.90,3.34,1.87,34.48,0x0,0x0,0,0,234.02,15.18,2.72,Yes,0.00,118.81,30.64,28.38,14.90,3.29,1.86,36.03,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.7468,3.8050,3.8049,3.8061,3.8046,3.8051,3.8026,3.8083,3.8040,3.8051,3.8548,3.7442,3.8267,3.8032,3.8036,3.8012,3.8419,3.8085,3.8040,3.8434,3.8068,3.8029,3.7414,3.8048,3.8042,3.8045,3.8054,3.8052,3.8037,3.8035,3.7894,5315975,118.6065,237213.03,5394227,11.9583,23916.61,71667,0.00,0.006911,69186,-0.00,-0.002618,73632,0.00,0.037186,141534,0.00,0.012016,Yes,1,Yes,Yes,Yes,Yes,Yes,No,0x0,0x0,817.00,59.96,963.00,54.22,922.00,55.75,818.00,59.92,789.00,61.17,829.00,59.46,892.00,56.91,964.00,54.18,1099.00,49.53,1025.00,52.02,987.00,53.35,985.00,53.42,895.00,56.79,880.00,57.38,920.00,55.82,994.00,53.10,952.00,54.62,974.00,53.82,1031.00,51.81,946.00,54.85,1036.00,51.64,1026.00,51.98,911.00,56.17,4090.00,-81.09,912.00,56.13,869.00,57.82,840.00,59.00,797.00,60.82,867.00,57.90,858.00,58.26,909.00,56.25,967.00,54.07,61.17,3.74,3.85,1.00,1.00,0x0,6,
