Yes,0.00,13.17,25.53,25.85,14.92,3.34,1.86,28.38,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,13.22,27.68,25.15,14.90,3.29,1.86,33.70,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000,0,1,1,3.2688,3.3329,3.3358,3.3372,3.3334,3.3327,3.3266,3.3260,3.3328,3.3325,3.3482,3.2724,3.2848,3.3304,3.3285,3.3294,3.3206,3.2323,3.3301,3.3245,3.3390,3.3340,3.2729,3.3379,3.3395,3.3392,3.3372,3.3364,3.3354,3.3327,3.3227,
Yes,0.00,13.17,25.53,25.85,14.92,3.34,1.86,28.39,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,13.22,27.68,25.15,14.90,3.29,1.86,33.71,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000,0,1,1,3.2689,3.3328,3.3358,3.3372,3.3334,3.3326,3.3266,3.3258,3.3327,3.3324,3.3481,3.2724,3.2847,3.3305,3.3286,3.3293,3.3207,3.2322,3.3300,3.3245,3.3389,3.3341,3.2727,3.3377,3.3395,3.3391,3.3372,3.3366,3.3354,3.3326,3.3227,
Yes,0.00,13.17,25.53,25.78,14.92,3.34,1.86,28.39,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,13.22,27.69,25.15,14.90,3.29,1.86,33.72,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000,0,1,1,3.2690,3.3329,3.3359,3.3374,3.3335,3.3327,3.3265,3.3259,3.3328,3.3326,3.3483,3.2724,3.2848,3.3305,3.3285,3.3293,3.3207,3.2322,3.3301,3.3247,3.3391,3.3341,3.2728,3.3379,3.3396,3.3393,3.3372,3.3367,3.3353,3.3327,3.3229,
Yes,0.00,13.17,25.53,25.85,14.92,3.34,1.86,28.39,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,13.22,27.69,25.15,14.90,3.29,1.86,33.72,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000,0,1,1,3.2689,3.3328,3.3359,3.3374,3.3335,3.3327,3.3267,3.3261,3.3328,3.3327,3.3483,3.2724,3.2849,3.3304,3.3286,3.3292,3.3207,3.2322,3.3301,3.3245,3.3391,3.3340,3.2728,3.3379,3.3396,3.3393,3.3372,3.3366,3.3353,3.3326,3.3228,
Yes,0.00,13.18,25.53,25.85,14.92,3.34,1.86,28.38,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,13.22,27.69,25.15,14.90,3.29,1.86,33.72,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000,0,1,1,3.2689,3.3328,3.3360,3.3375,3.3336,3.3327,3.3267,3.3261,3.3328,3.3327,3.3483,3.2725,3.2849,3.3305,3.3286,3.3293,3.3206,3.2323,3.3300,3.3246,3.3390,3.3341,3.2728,3.3379,3.3397,3.3393,3.3372,3.3367,3.3355,3.3328,3.3228,
Yes,0.00,13.18,25.53,25.85,14.92,3.34,1.86,28.38,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,13.22,27.69,25.15,14.90,3.29,1.86,33.72,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000,0,1,1,3.2690,3.3328,3.3359,3.3374,3.3336,3.3328,3.3266,3.3259,3.3326,3.3325,3.3482,3.2725,3.2848,3.3302,3.3285,3.3293,3.3207,3.2322,3.3300,3.3244,3.3389,3.3339,3.2728,3.3378,3.3395,3.3392,3.3372,3.3367,3.3355,3.3327,3.3226,
Yes,0.00,13.17,25.53,25.85,14.92,3.34,1.86,28.38,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,13.22,27.69,25.15,14.90,3.29,1.86,33.72,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000,0,1,1,3.2689,3.3329,3.3359,3.3374,3.3333,3.3326,3.3267,3.3261,3.3328,3.3326,3.3481,3.2725,3.2850,3.3305,3.3286,3.3293,3.3206,3.2323,3.3301,3.3246,3.3390,3.3340,3.2729,3.3379,3.3396,3.3392,3.3371,3.3366,3.3355,3.3328,3.3229,
Yes,0.00,13.17,25.53,25.85,14.92,3.34,1.86,28.39,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,13.22,27.69,25.15,14.90,3.29,1.86,33.72,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000,0,1,1,3.2689,3.3328,3.3359,3.3374,3.3336,3.3327,3.3265,3.3259,3.3329,3.3327,3.3483,3.2725,3.2850,3.3304,3.3285,3.3293,3.3208,3.2322,3.3301,3.3246,3.3391,3.3340,3.2728,3.3378,3.3396,3.3393,3.3372,3.3366,3.3354,3.3326,3.3226,
Yes,0.00,13.17,25.53,25.85,14.92,3.34,1.86,28.40,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,13.23,27.69,25.15,14.90,3.29,1.86,33.72,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000,0,1,1,3.2688,3.3328,3.3359,3.3374,3.3335,3.3328,3.3267,3.3261,3.3328,3.3326,3.3483,3.2723,3.2848,3.3303,3.3285,3.3293,3.3207,3.2322,3.3301,3.3245,3.3390,3.3340,3.2728,3.3379,3.3395,3.3391,3.3372,3.3366,3.3354,3.3327,3.3228,
Yes,0.00,13.17,25.53,25.85,14.92,3.34,1.86,28.40,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,13.22,27.69,25.15,14.90,3.29,1.86,33.73,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000,0,1,1,3.2687,3.3327,3.3358,3.3374,3.3335,3.3328,3.3266,3.3258,3.3327,3.3326,3.3482,3.2723,3.2847,3.3302,3.3285,3.3293,3.3207,3.2321,3.3300,3.3244,3.3390,3.3340,3.2728,3.3378,3.3395,3.3391,3.3371,3.3366,3.3353,3.3325,3.3227,
Yes,0.00,13.17,25.54,25.85,14.92,3.34,1.86,28.40,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,13.21,27.69,25.15,14.90,3.29,1.86,33.75,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000,0,1,1,3.2688,3.3327,3.3358,3.3373,3.3334,3.3326,3.3266,3.3259,3.3328,3.3325,3.3482,3.2723,3.2847,3.3303,3.3284,3.3293,3.3206,3.2322,3.3300,3.3245,3.3389,3.3339,3.2728,3.3377,3.3394,3.3391,3.3371,3.3366,3.3354,3.3326,3.3227,
Yes,0.00,13.17,25.53,25.85,14.92,3.34,1.86,28.40,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,13.20,27.69,25.15,14.90,3.29,1.86,33.75,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000,0,1,1,3.2689,3.3328,3.3358,3.3373,3.3334,3.3326,3.3267,3.3259,3.3326,3.3325,3.3481,3.2724,3.2849,3.3303,3.3285,3.3293,3.3206,3.2322,3.3301,3.3245,3.3389,3.3339,3.2728,3.3378,3.3394,3.3390,3.3369,3.3364,3.3354,3.3326,3.3227,
Yes,0.00,13.17,25.53,25.85,14.92,3.34,1.86,28.40,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,13.21,27.70,25.15,14.90,3.29,1.86,33.76,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000,0,1,1,3.2688,3.3328,3.3359,3.3373,3.3335,3.3326,3.3267,3.3260,3.3328,3.3326,3.3483,3.2725,3.2849,3.3304,3.3285,3.3294,3.3207,3.2321,3.3299,3.3245,3.3390,3.3340,3.2728,3.3379,3.3397,3.3393,3.3372,3.3366,3.3353,3.3327,3.3228,
Yes,0.00,13.17,25.53,25.85,14.92,3.34,1.86,28.40,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,13.22,27.69,25.15,14.90,3.29,1.86,33.75,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000,0,1,1,3.2689,3.3328,3.3359,3.3374,3.3335,3.3326,3.3266,3.3260,3.3329,3.3326,3.3482,3.2724,3.2849,3.3304,3.3284,3.3293,3.3207,3.2322,3.3300,3.3245,3.3390,3.3340,3.2728,3.3378,3.3395,3.3392,3.3371,3.3366,3.3355,3.3327,3.3227,
Yes,0.00,13.17,25.54,25.85,14.92,3.34,1.86,28.41,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,13.21,27.69,25.15,14.90,3.29,1.86,33.75,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000,0,1,1,3.2689,3.3328,3.3358,3.3374,3.3335,3.3326,3.3266,3.3259,3.3326,3.3325,3.3481,3.2723,3.2848,3.3303,3.3284,3.3292,3.3207,3.2320,3.3299,3.3245,3.3390,3.3340,3.2728,3.3378,3.3395,3.3392,3.3370,3.3365,3.3354,3.3326,3.3227,
Yes,0.00,13.17,25.53,25.85,14.92,3.34,1.87,28.40,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,13.21,27.70,25.15,14.90,3.29,1.86,33.76,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000,0,1,1,3.2688,3.3328,3.3358,3.3372,3.3334,3.3327,3.3264,3.3259,3.3326,3.3324,3.3481,3.2723,3.2848,3.3302,3.3284,3.3293,3.3206,3.2320,3.3299,3.3244,3.3389,3.3339,3.2728,3.3377,3.3394,3.3391,3.3371,3.3366,3.3353,3.3326,3.3226,
Yes,0.00,13.17,25.54,25.85,14.92,3.34,1.86,28.44,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,13.21,27.70,25.15,14.90,3.29,1.86,33.77,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000,0,1,1,3.2688,3.3327,3.3357,3.3371,3.3333,3.3325,3.3266,3.3259,3.3327,3.3324,3.3481,3.2723,3.2849,3.3304,3.3285,3.3292,3.3206,3.2322,3.3300,3.3244,3.3389,3.3338,3.2727,3.3377,3.3394,3.3391,3.3370,3.3365,3.3354,3.3325,3.3227,
Yes,0.00,13.17,25.54,25.85,14.92,3.34,1.86,28.43,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,13.22,27.70,25.15,14.90,3.29,1.86,33.76,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000,0,1,1,3.2687,3.3327,3.3357,3.3373,3.3335,3.3327,3.3264,3.3258,3.3325,3.3325,3.3482,3.2722,3.2847,3.3303,3.3285,3.3293,3.3207,3.2320,3.3299,3.3244,3.3389,3.3339,3.2728,3.3377,3.3394,3.3390,3.3370,3.3366,3.3353,3.3325,3.3226,
Yes,0.00,13.17,25.54,25.85,14.92,3.34,1.86,28.44,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,13.22,27.70,25.15,14.90,3.29,1.86,33.77,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000,0,1,1,3.2687,3.3328,3.3358,3.3374,3.3335,3.3327,3.3264,3.3259,3.3327,3.3326,3.3483,3.2723,3.2848,3.3303,3.3285,3.3293,3.3207,3.2322,3.3300,3.3246,3.3390,3.3341,3.2727,3.3378,3.3395,3.3392,3.3372,3.3366,3.3353,3.3326,3.3227,
Yes,0.00,13.16,25.54,25.85,14.92,3.34,1.86,28.45,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,13.21,27.70,25.15,14.90,3.29,1.86,33.78,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000,0,1,1,3.2687,3.3327,3.3358,3.3373,3.3333,3.3325,3.3265,3.3260,3.3326,3.3326,3.3481,3.2723,3.2848,3.3303,3.3284,3.3292,3.3206,3.2321,3.3300,3.3244,3.3389,3.3339,3.2727,3.3377,3.3394,3.3390,3.3370,3.3365,3.3355,3.3327,3.3227,
